"","SRR6898209","SRR6898210","SRR8094748","SRR8094749","SRR8094750","SRR8094751","SRR6898193","SRR6898194","SRR6898195","SRR6898211"
"ZBTB40",1565,1973,389,218,405,147,330,373,204,159
"EPHA8",2,41,6,0,4,0,0,0,0,39
"C1QA",0,4,13324,15753,9617,976,10703,1634,12,986
"C1QC",0,2,17607,20059,10986,1538,14129,2343,36,954
"C1QB",0,2,12566,13009,7779,1095,9552,1529,16,897
"EPHB2",34,47,42,32,22,14,40,12,1,68
"RP11-69E9.1",0,0,0,0,0,0,0,0,0,0
"RP1-74M1.3",0,0,0,0,0,0,0,0,0,0
"LACTBL1",0,0,0,0,0,0,0,0,0,0
"C1orf234",0,0,0,0,2,2,0,2,0,2
"KDM1A",2712,3422,458,381,629,443,747,732,558,465
"RP1-184J9.2",0,0,0,0,0,0,0,0,0,0
"LUZP1",1128,1088,242,122,203,62,174,249,134,116
"HTR1D",0,0,4,0,0,0,14,18,6,2
"RP5-1057J7.6",96,121,56,32,36,61,16,38,8,36
"HNRNPR",3210,3988,969,1107,1070,1152,1517,1443,892,930
"ZNF436",250,216,72,69,120,48,70,150,189,48
"C1orf213",60,57,30,14,19,10,16,14,25,0
"RP5-1057J7.7",0,6,18,8,16,9,14,52,14,15
"TCEA3",415,623,1892,3675,2667,2072,2138,4608,2858,2511
"ASAP3",641,663,178,124,325,188,639,343,200,140
"E2F2",32,93,14,16,18,2,22,14,2,8
"RP1-150O5.3",0,2,0,0,0,0,0,0,0,0
"ID3",1384,2900,1020,1530,1229,32,384,664,46,86
"MDS2",0,0,10,2,0,0,0,0,0,0
"RPL11",25005,31092,16321,17200,18228,11386,9045,14712,10475,12935
"TCEB3",1088,1210,909,617,567,570,1341,1379,1131,912
"RP5-886K2.3",19,24,4,4,11,17,9,16,15,18
"PITHD1",858,1051,821,835,1262,738,1171,993,935,709
"LYPLA2",2556,2765,2260,2031,2756,982,1526,1325,1146,775
"GALE",1066,1777,1690,2128,2279,1531,1048,2366,1608,1220
"HMGCL",1258,2297,3788,5217,5652,4688,3382,4776,6358,5221
"FUCA1",1260,1501,1496,1754,1244,1120,1404,2058,1597,1704
"CNR2",4,0,4,0,6,0,0,0,0,0
"RP11-4M23.3",0,0,0,0,0,0,0,0,0,0
"PNRC2",1010,1133,415,374,337,290,470,551,306,382
"SRSF10",1633,1649,416,382,418,476,444,679,520,754
"RP11-293P20.2",0,1,0,0,0,0,0,0,0,0
"MYOM3",2,18,6,6,12,2,9,6,5,2
"RP11-293P20.4",1,0,0,0,0,0,0,0,0,0
"IL22RA1",484,762,112,112,368,158,200,200,191,126
"IFNLR1",376,573,127,259,254,222,424,296,423,158
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0
"RP11-10N16.3",0,0,0,0,0,0,1,0,0,0
"GRHL3",6,2,4,10,30,25,4,26,18,7
"STPG1",72,166,34,18,80,32,31,51,26,18
"NIPAL3",454,484,115,121,106,87,129,196,119,96
"RCAN3",213,388,98,65,49,30,50,56,34,41
"RP4-594I10.3",0,3,12,5,0,7,0,3,14,18
"NCMAP",72,112,80,165,82,91,44,215,150,384
"SRRM1",1895,3093,745,586,843,621,1160,1649,1243,734
"CLIC4",3872,1463,890,1147,832,842,1051,2144,669,1165
"RUNX3",0,4,350,254,282,26,121,202,0,18
"RP11-84D1.1",0,0,0,0,0,0,0,2,0,0
"RP11-84D1.2",0,0,0,0,0,0,0,0,0,0
"RP4-799D16.1",0,0,0,0,0,0,0,0,0,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0
"SYF2",892,684,608,801,633,555,475,772,706,570
"C1orf63",1697,1509,676,569,592,263,435,572,461,300
"RP3-465N24.6",1,2,8,4,2,2,0,1,13,0
"RHD",3,2,3,6,35,11,12,18,13,13
"TMEM50A",1330,1230,870,834,739,471,1403,834,768,729
"RHCE",7,6,12,28,32,34,18,14,60,37
"TMEM57",1031,1239,962,1019,1054,1190,1752,1834,2127,1740
"LDLRAP1",331,336,557,431,734,398,812,757,522,454
"RP11-70P17.1",1,0,6,3,10,0,2,0,0,2
"MAN1C1",88,4,1495,959,1699,637,1048,1734,3115,1987
"RP1-187B23.1",0,0,2,8,2,0,8,7,6,0
"SEPN1",1177,1603,801,479,826,142,616,616,156,119
"RP1-317E23.6",0,0,0,0,0,0,0,0,0,0
"RP1-317E23.3",1,2,0,0,2,0,0,4,0,0
"MTFR1L",810,883,657,674,983,641,579,900,739,777
"AL020996.1",2,3,2,2,2,1,0,8,8,9
"RP1-317E23.7",0,0,0,0,0,0,0,0,0,0
"AUNIP",16,70,0,8,10,2,14,8,2,2
"RP1-125I3.2",0,0,0,0,1,0,0,0,0,0
"PAQR7",198,208,166,163,202,74,145,290,130,130
"STMN1",1588,2762,206,474,250,124,176,470,167,242
"PAFAH2",763,852,352,299,495,560,564,688,608,638
"EXTL1",2,1,6,6,4,0,0,0,0,0
"SLC30A2",0,0,18,4,0,0,4,4,2,4
"TRIM63",2,0,0,0,0,0,0,0,0,6
"PDIK1L",193,232,161,190,204,194,174,254,208,230
"FAM110D",2,0,131,70,104,0,12,20,0,2
"ZNF593",0,2,0,1,1,0,0,3,3,2
"RP11-96L14.7",4,0,0,1,1,0,2,1,2,1
"CNKSR1",200,229,96,20,28,6,32,20,14,10
"CATSPER4",4,0,0,0,0,0,0,0,0,0
"CEP85",297,729,88,77,163,148,125,241,151,106
"SH3BGRL3",1064,718,1695,1378,1452,328,776,349,255,146
"UBXN11",504,522,612,695,767,139,541,398,235,151
"CD52",0,0,183,138,92,9,163,16,0,14
"AIM1L",110,321,4,0,14,8,4,4,6,0
"ZNF683",2,0,2,4,2,0,0,4,0,0
"LIN28A",4,0,0,0,0,0,0,0,0,0
"DHDDS",867,956,344,398,473,436,564,371,357,267
"RP3-476K8.3",8,2,2,0,1,0,0,2,2,0
"HMGN2",2282,1910,3213,3228,3072,2014,2357,3531,2578,2554
"RPS6KA1",782,1406,535,556,472,122,554,333,80,226
"RP5-968P14.2",0,4,18,26,13,4,6,14,20,11
"ARID1A",2153,3128,689,604,1036,567,1447,2765,1469,725
"PIGV",431,440,479,525,479,494,509,973,940,804
"ZDHHC18",887,1101,671,694,1036,490,584,716,811,489
"SFN",184,112,26,22,6,4,10,20,14,18
"RP1-50O24.6",0,0,0,0,0,0,0,0,0,0
"GPN2",837,900,487,508,560,350,551,547,560,391
"GPATCH3",215,305,186,188,190,116,264,162,193,118
"NUDC",3527,4143,2762,2752,3447,1738,3375,2409,2380,1721
"NR0B2",1249,1673,6781,2364,6109,4611,1373,4031,1382,4600
"C1orf172",135,172,158,102,148,65,52,97,106,58
"TRNP1",3217,4345,792,178,242,24,96,36,10,33
"FAM46B",8,26,22,0,14,4,6,4,2,0
"SLC9A1",200,88,265,164,180,44,142,74,42,16
"RP11-40H20.4",0,0,0,0,0,0,0,0,0,0
"WDTC1",979,1146,904,958,1285,862,1470,1696,1227,770
"TMEM222",562,647,971,882,1290,578,782,718,624,351
"SYTL1",34,281,311,178,251,14,75,91,8,2
"MAP3K6",213,202,776,361,294,20,269,288,53,11
"FCN3",0,6,9799,11678,8105,60,2713,2942,10,264
"CD164L2",6,0,0,0,0,0,0,0,0,0
"GPR3",6,20,22,18,4,2,3,4,0,0
"WASF2",2596,3639,1178,662,862,342,1566,1325,704,468
"RP4-752I6.1",0,2,5,0,0,0,0,0,0,1
"RP1-159A19.4",0,0,2,0,1,0,0,2,0,0
"AHDC1",827,982,875,508,887,366,595,1185,1392,243
"FGR",0,20,699,247,324,51,474,133,2,85
"RP11-288L9.1",0,0,1,0,0,0,0,0,0,0
"IFI6",3614,1304,1748,2010,906,486,676,821,312,766
"RP11-288L9.4",14,7,0,0,0,0,0,0,0,0
"FAM76A",169,176,246,147,144,86,120,153,168,321
"STX12",1204,1126,622,431,451,394,598,544,436,622
"PPP1R8",993,785,361,306,247,281,301,322,226,355
"AL109927.1",0,0,0,0,0,0,0,0,0,0
"THEMIS2",103,38,1252,1082,688,80,534,341,4,91
"RPA2",720,938,321,446,542,360,361,444,284,398
"SMPDL3B",136,191,6,4,1,0,21,6,4,0
"RP11-460I13.2",0,1,0,0,6,0,2,1,0,9
"XKR8",461,551,350,383,308,218,582,264,304,244
"EYA3",794,1046,178,108,118,153,285,315,293,245
"PTAFR",13,6,182,268,254,58,366,102,6,52
"DNAJC8",2093,2279,628,694,696,880,768,875,613,946
"AL353354.1",2,5,1,0,1,2,0,1,5,1
"AL353354.2",0,0,0,0,0,0,0,0,0,0
"ATPIF1",2820,3173,3357,4560,2638,1823,1857,2146,2676,2570
"RP5-1092A3.4",162,78,36,30,34,4,16,19,10,33
"RP5-1092A3.5",0,5,0,2,0,0,0,0,0,2
"SESN2",932,1325,1031,544,898,623,867,1155,972,1006
"MED18",427,366,242,399,456,254,292,318,256,266
"PHACTR4",1127,1532,469,481,494,348,1083,1231,950,969
"RCC1",2005,3384,336,328,485,483,799,436,360,360
"TRNAU1AP",291,345,188,169,221,118,177,133,139,130
"SNHG12",517,1145,117,100,143,14,143,81,63,58
"TAF12",561,553,268,310,302,300,210,249,202,275
"RAB42",10,13,32,74,38,10,26,12,0,4
"RP11-442N24__B.1",2,10,2,2,0,2,6,8,3,10
"RNU11",6,1,0,1,4,0,12,5,2,2
"GMEB1",292,424,74,96,88,44,212,172,130,108
"YTHDF2",1730,2140,759,557,652,573,1053,1022,928,621
"OPRD1",0,0,0,0,0,0,0,0,0,0
"RP1-212P9.2",0,0,0,0,0,0,0,0,0,0
"RP1-212P9.3",1,0,0,0,0,0,2,0,2,4
"EPB41",1544,2400,338,409,476,524,1122,1087,571,775
"TMEM200B",77,80,134,202,214,166,10,150,58,169
"RP11-242O24.3",0,0,0,0,0,0,0,0,0,0
"SRSF4",1775,2675,1485,1501,1584,882,1461,1535,1284,725
"RP11-242O24.5",1,0,2,0,0,0,2,0,3,0
"MECR",336,462,321,405,517,278,376,367,285,239
"RP11-467D18.2",2,2,2,0,0,0,2,0,4,0
"PTPRU",1207,1244,792,477,927,357,582,443,378,210
"RP3-437I16.1",0,0,0,0,0,0,0,0,0,0
"RP4-656G21.1",0,0,0,0,0,0,0,0,0,0
"RP11-111I12.1",0,0,2,0,0,0,0,0,0,0
"RP5-893G23.1",0,0,0,0,0,0,0,0,0,0
"RP4-591L5.1",0,0,0,0,0,0,0,0,0,0
"RP4-591L5.2",0,0,0,0,0,0,0,0,0,0
"MATN1",1,3,0,2,0,0,2,0,0,0
"MATN1-AS1",16,8,3,8,26,2,10,12,13,6
"LAPTM5",7,20,3711,2659,2298,349,3926,941,2,313
"RP5-1125N11.1",0,0,0,0,0,0,0,0,0,0
"RP1-65J11.1",0,0,0,0,0,0,0,4,2,2
"RP1-65J11.5",0,0,0,0,0,0,0,0,0,0
"SDC3",1038,895,3660,3378,2957,364,4094,1316,26,366
"PUM1",3185,3663,541,502,587,665,1089,1811,1033,899
"NKAIN1",2,7,0,0,0,0,2,0,0,2
"SNRNP40",763,1046,177,159,291,198,342,296,280,236
"ZCCHC17",579,502,169,166,179,112,164,196,135,169
"RP11-266K22.2",0,1,0,0,0,0,1,0,0,0
"FABP3",19,243,185,235,143,4,165,63,15,26
"SERINC2",5944,6863,3790,3779,6346,1921,3674,1431,1932,1098
"AC114494.1",8,11,4,0,0,1,0,0,4,0
"RP11-439L8.3",40,33,0,0,0,0,0,0,0,0
"RP11-439L8.4",60,62,2,0,0,0,0,0,0,4
"RP11-73M7.1",41,36,7,0,0,0,0,2,0,0
"TINAGL1",3517,3838,2816,2024,1549,46,636,1448,16,40
"HCRTR1",1,5,0,6,10,1,0,1,0,0
"PEF1",870,1055,911,902,1271,607,804,651,633,564
"RP11-73M7.6",5,1,1,0,0,1,2,0,0,0
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0
"COL16A1",39,24,291,71,168,0,6,25,16,8
"BAI2",60,6,12,2,4,0,4,2,2,0
"RP11-84A19.3",2,0,0,0,0,0,0,0,0,0
"SPOCD1",315,12,0,0,4,0,3,0,0,0
"RP11-84A19.2",2,0,1,5,2,0,0,4,1,0
"RP11-84A19.4",2,3,0,0,0,0,4,13,3,3
"PTP4A2",4286,3873,1982,2041,1597,1783,3072,2501,2120,2405
"AL136115.1",12,14,1,0,1,0,4,1,2,0
"RP4-534N18.2",0,3,0,0,1,0,0,6,7,2
"KHDRBS1",2693,3375,1185,1194,1262,731,1315,2113,1503,1049
"RP11-277A4.4",2,5,2,0,0,0,3,0,2,0
"TMEM39B",253,256,193,161,169,78,277,199,149,71
"KPNA6",2617,2847,747,576,645,596,1878,1300,1188,1110
"TXLNA",2910,2924,929,658,911,660,2584,1409,1076,866
"CCDC28B",148,275,21,26,56,5,18,20,14,8
"RP4-622L5.7",3,4,0,0,0,1,1,0,1,1
"IQCC",35,47,11,29,19,14,9,16,16,6
"DCDC2B",10,12,2,0,8,0,0,3,0,0
"TMEM234",185,187,80,84,79,41,43,73,66,34
"EIF3I",3716,4363,2042,2223,2181,1950,2242,2215,1829,1394
"FAM167B",4,8,340,268,514,6,130,22,2,2
"LCK",0,43,126,152,214,14,60,68,0,38
"HDAC1",2901,3471,1019,904,1198,894,1175,1455,930,787
"MARCKSL1",5390,6631,2992,1708,1532,92,919,1166,130,100
"RP4-811H24.9",0,4,0,0,0,0,0,0,0,0
"TSSK3",6,8,4,4,1,2,6,3,0,0
"FAM229A",50,118,626,265,587,41,103,56,94,18
"BSDC1",1491,1642,1716,1752,1807,1633,1656,2092,2103,1796
"RP1-27O5.3",0,0,0,0,0,0,0,0,0,0
"ZBTB8B",0,7,0,0,0,0,0,0,0,0
"ZBTB8A",173,176,88,36,54,16,82,82,42,28
"ZBTB8OS",524,427,269,288,257,120,387,204,206,251
"RBBP4",2314,2974,380,410,465,530,1271,969,522,707
"SYNC",0,0,12,0,4,0,0,4,1,0
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0
"KIAA1522",3136,5184,796,399,580,325,562,805,648,210
"YARS",2489,3550,667,661,812,620,1878,913,1000,573
"S100PBP",408,784,125,171,166,83,230,295,215,187
"FNDC5",6,4,901,658,1609,1393,218,679,1277,830
"HPCA",0,4,6,0,2,0,2,0,0,2
"TMEM54",32,28,169,118,141,48,16,46,19,33
"RNF19B",189,285,284,290,352,234,215,387,295,124
"FKSG48",5,0,6,4,7,0,0,0,0,0
"RP1-117O3.2",4,3,0,0,0,10,2,2,1,0
"AK2",3706,4590,2105,2554,2536,3003,2688,2764,2265,2640
"ADC",50,59,24,24,78,10,22,22,16,14
"TRIM62",162,66,44,26,62,24,75,57,24,12
"ZNF362",187,225,369,394,596,254,220,383,279,136
"RP11-415J8.7",0,2,0,4,2,0,0,2,0,0
"A3GALT2",0,0,2,1,10,0,0,1,3,0
"RP11-415J8.3",17,13,25,23,18,8,4,3,14,13
"PHC2",3504,3399,3179,1758,2350,1289,3296,1703,2424,980
"RP11-415J8.5",0,3,0,0,0,0,0,0,0,0
"ZSCAN20",163,160,2,4,8,0,20,16,20,4
"CSMD2",4,2,6,1,4,0,0,0,2,0
"HMGB4",0,0,0,0,0,0,0,0,0,0
"RP5-1007G16.1",0,0,0,0,0,0,0,0,0,0
"C1orf94",0,0,0,0,0,0,0,0,0,0
"SMIM12",752,681,963,1002,1329,812,1950,800,941,788
"GJB5",2,0,0,0,0,4,6,11,1,23
"GJB4",0,0,0,0,0,0,0,2,2,10
"RP1-34M23.5",0,0,0,0,0,0,0,0,0,0
"GJB3",0,4,76,2,4,2,14,16,6,21
"GJA4",0,0,786,340,324,4,448,112,2,8
"RP5-997D16.2",25,16,29,12,41,17,44,20,27,24
"DLGAP3",14,8,44,32,50,10,19,19,14,2
"RP11-244H3.4",0,0,0,0,0,0,0,0,0,0
"ZMYM6NB",3,1,3,9,4,1,1,0,3,0
"ZMYM6",253,285,85,79,171,83,95,173,147,128
"ZMYM1",536,694,69,45,44,128,82,165,88,108
"SFPQ",5111,4805,4144,2722,3125,1151,2774,3016,2597,2090
"ZMYM4",1938,1627,287,249,312,374,384,567,400,590
"ZMYM4-AS1",4,1,0,0,0,0,0,0,0,0
"KIAA0319L",2859,2603,1026,969,1600,990,2244,2138,1670,1503
"NCDN",651,366,216,184,246,80,305,204,144,109
"RP4-728D4.2",3,7,10,6,13,0,0,5,3,0
"TFAP2E",6,8,5,14,8,0,10,2,0,0
"PSMB2",2231,2420,1564,1942,1988,1266,1982,1660,1578,1430
"C1orf216",183,148,60,46,92,18,46,116,78,38
"CLSPN",127,330,0,0,6,0,18,22,2,8
"RP11-435D7.3",0,0,0,0,0,0,0,0,0,0
"AGO4",448,475,372,338,432,338,479,821,393,445
"AGO1",1507,2024,307,370,412,236,448,929,436,620
"RP4-789D17.5",2,10,1,2,4,0,0,2,0,0
"AGO3",959,1135,264,162,225,159,414,523,312,406
"RP4-665N4.8",1,2,6,4,1,0,1,0,1,1
"TEKT2",3,4,14,2,0,2,0,0,0,0
"ADPRHL2",460,536,466,478,506,224,341,302,324,186
"COL8A2",8,0,38,26,24,0,4,3,0,2
"TRAPPC3",1515,1426,682,718,980,874,797,714,625,716
"MAP7D1",1632,1553,1087,1124,1188,219,959,412,178,164
"THRAP3",4287,4745,1405,1425,1708,1868,2218,3417,2755,1850
"SH3D21",229,311,16,36,31,6,20,40,23,8
"EVA1B",319,193,689,689,884,12,128,38,13,5
"RP11-268J15.5",93,33,14,16,12,4,13,19,4,2
"STK40",1237,1641,1561,1383,1612,1024,2184,1808,1581,1144
"LSM10",505,554,725,925,1056,462,545,371,362,311
"OSCP1",84,98,38,33,38,36,35,28,36,51
"MRPS15",1509,1885,1160,1679,1639,1620,1347,1076,979,1032
"CSF3R",290,568,1382,1145,778,149,961,249,2,136
"RP4-614N24.1",0,0,0,0,0,0,0,0,0,0
"GRIK3",0,0,4,0,8,0,0,0,0,0
"RP5-1180C18.1",0,0,0,0,0,0,0,0,0,0
"LINC01137",77,72,78,60,88,54,110,56,76,45
"ZC3H12A",1451,1362,1080,452,324,259,699,351,887,483
"MEAF6",771,805,824,646,628,630,393,632,645,545
"SNIP1",462,529,341,203,205,227,214,413,268,326
"DNALI1",646,709,333,408,335,317,203,620,457,406
"GNL2",1441,1953,514,299,329,499,549,561,410,564
"RSPO1",12,0,8,0,2,0,12,0,0,0
"C1orf109",364,540,67,98,149,139,193,182,211,169
"CDCA8",152,469,12,28,22,2,30,34,14,6
"EPHA10",9,2,8,4,4,2,0,0,0,2
"MANEAL",23,17,160,210,407,331,35,149,125,70
"RP11-109P14.9",0,0,0,0,0,0,0,0,0,0
"YRDC",377,450,231,233,255,176,281,247,310,247
"C1orf122",866,850,1441,1441,2249,1023,1804,485,574,499
"MTF1",751,736,154,108,148,85,238,287,177,172
"AL929472.1",0,0,0,0,0,0,0,0,0,0
"RP11-109P14.10",0,0,0,0,0,0,0,0,0,0
"INPP5B",543,469,242,172,271,236,364,614,577,391
"SF3A3",1787,2141,528,536,770,804,766,980,677,645
"FHL3",585,675,151,126,126,30,64,95,57,24
"UTP11L",801,810,267,346,313,312,400,342,312,316
"POU3F1",0,2,16,0,2,8,0,0,2,0
"RP5-884C9.2",0,0,8,9,4,4,0,2,2,2
"RP11-214L19.1",0,0,0,0,0,0,0,0,0,0
"RP11-329N22.1",0,0,0,0,0,0,0,0,0,0
"RRAGC",582,541,303,263,268,160,343,328,229,221
"RP5-864K19.4",7,10,3,3,3,10,9,2,5,7
"MYCBP",251,305,67,87,123,93,140,85,73,93
"GJA9",0,0,0,0,0,0,0,0,0,0
"RHBDL2",10,20,6,2,6,4,2,0,0,4
"AKIRIN1",2657,2647,829,793,650,666,1242,1063,826,587
"NDUFS5",4081,2821,2092,2912,2552,1972,1962,1731,2019,1965
"MACF1",4992,5266,1941,1215,1759,1307,1891,3866,2572,2519
"RP11-420K8.1",0,0,0,0,0,0,0,0,0,0
"KIAA0754",361,443,22,8,6,26,22,101,32,53
"BMP8A",9,8,14,16,18,7,2,9,19,3
"RP11-69E11.4",61,73,116,53,131,22,39,46,77,26
"PABPC4",5193,5738,2131,1867,1781,1087,1912,3679,2429,1606
"RP11-69E11.8",1,15,6,0,0,2,1,5,0,4
"HEYL",32,6,183,92,86,0,0,4,0,0
"RP1-144F13.3",0,0,0,0,0,0,0,0,0,0
"NT5C1A",0,0,0,0,0,0,0,0,0,0
"HPCAL4",0,0,4,0,4,0,0,0,0,0
"PPIE",863,972,507,811,786,622,414,571,409,531
"BMP8B",25,18,32,28,116,27,22,46,27,12
"OXCT2",6,13,58,26,66,12,2,9,8,6
"RP1-118J21.25",0,4,0,4,23,1,2,3,2,0
"TRIT1",476,478,116,123,233,203,160,236,158,268
"MYCL",10,19,388,432,620,407,260,800,736,593
"RP1-118J21.5",0,0,0,2,0,0,0,2,4,0
"MFSD2A",1,40,4258,3230,1362,1198,8935,1992,3633,1538
"CAP1",7151,6446,2180,1929,1644,1751,2791,2291,1382,1949
"PPT1",1553,1351,1090,924,846,378,1395,581,110,398
"RLF",926,883,252,142,167,220,238,418,242,458
"TMCO2",0,2,0,0,2,0,0,0,0,0
"RP1-39G22.7",48,56,76,70,74,54,6,28,36,58
"ZMPSTE24",2348,2232,580,558,588,770,1133,1004,751,946
"COL9A2",117,360,146,42,60,4,42,55,3,16
"SMAP2",1097,1283,1591,1277,1605,1456,1866,2306,1367,1104
"ZFP69B",45,64,1,6,4,10,2,13,8,2
"ZFP69",69,100,36,35,54,74,30,64,38,19
"RP11-656D10.3",4,6,2,8,13,1,2,1,0,1
"EXO5",70,76,55,29,60,68,84,70,33,48
"RP11-656D10.5",0,2,0,0,0,0,0,0,0,0
"RP11-656D10.6",1,1,2,0,2,1,4,5,1,6
"ZNF684",122,155,131,150,124,144,115,141,215,421
"RIMS3",21,20,28,30,24,0,16,12,0,2
"RP4-739H11.3",4,3,1,4,7,1,1,0,4,1
"NFYC-AS1",32,44,23,18,16,0,2,2,6,7
"NFYC",534,638,626,640,839,401,526,790,710,557
"KCNQ4",2,14,36,8,20,2,4,4,0,2
"CITED4",140,158,3981,2182,4211,506,520,706,610,326
"RP5-1066H13.4",0,0,4,1,0,0,0,0,0,0
"CTPS1",651,1093,1850,1160,444,438,526,552,961,1691
"SLFNL1",28,47,141,58,53,10,7,17,77,87
"SCMH1",503,524,493,249,352,139,275,349,302,167
"RP11-399E6.1",2,0,2,0,1,8,14,3,1,2
"FOXO6",0,0,128,52,37,4,20,0,2,6
"RP11-399E6.4",0,0,4,0,0,0,0,0,0,0
"EDN2",2,2,34,16,4,6,0,2,0,5
"HIVEP3",62,58,149,87,76,8,64,70,22,46
"RP11-486B10.3",0,0,0,0,0,0,0,0,0,0
"GUCA2B",0,6,20,52,52,28,26,16,44,14
"GUCA2A",0,0,0,0,0,0,0,0,0,0
"FOXJ3",883,1106,307,329,316,341,440,823,633,379
"RIMKLA",56,50,6,8,4,2,6,2,6,2
"ZMYND12",11,27,69,120,124,70,26,86,76,137
"PPCS",949,795,1010,1394,1388,1106,1083,1022,936,1065
"CCDC30",36,42,10,4,16,10,17,9,9,12
"PPIH",390,409,158,214,133,117,155,165,92,134
"RP5-994D16.3",7,2,0,0,1,0,1,4,1,0
"YBX1",21035,22841,9506,11985,11641,6414,8614,7795,6404,5824
"CLDN19",4,29,0,2,0,0,6,10,4,8
"LEPRE1",4106,5243,488,509,707,426,920,693,725,342
"C1orf50",306,294,187,236,196,178,175,170,186,135
"RP5-994D16.9",30,28,9,8,20,7,3,17,12,14
"CCDC23",200,164,88,140,67,33,143,85,102,55
"ERMAP",284,252,168,178,175,113,183,268,314,207
"RP11-342M1.3",10,13,1,1,2,0,3,10,4,9
"ZNF691",233,242,118,136,218,136,149,168,154,66
"SLC2A1",1272,2423,82,90,46,26,134,186,66,38
"SLC2A1-AS1",20,12,0,2,2,0,2,0,0,0
"FAM183A",5,0,1,0,8,0,0,0,0,0
"EBNA1BP2",1105,1073,689,619,906,694,676,820,1012,711
"WDR65",6,0,23,30,55,22,33,62,56,70
"TMEM125",22,16,75,6,18,4,8,9,6,4
"C1orf210",174,81,68,65,151,100,26,203,180,135
"TIE1",6,4,1043,665,808,154,578,936,172,109
"MPL",4,41,0,6,6,2,0,2,5,40
"RP1-92O14.3",0,4,3,10,8,0,0,0,2,2
"CDC20",308,991,30,52,24,8,92,30,10,30
"ELOVL1",2202,2494,792,717,712,634,881,619,365,334
"MED8",871,1079,464,530,631,569,550,423,480,455
"RP1-92O14.6",24,25,10,8,3,3,7,7,6,6
"SZT2",1030,948,637,416,744,236,537,684,431,313
"SZT2-AS1",0,0,0,0,0,0,0,0,0,0
"HYI",122,318,484,519,514,393,416,447,349,479
"HYI-AS1",0,0,1,0,0,1,7,1,1,1
"PTPRF",12800,20965,5288,3790,5157,2814,14765,8189,8829,4544
"KDM4A",1187,1099,273,380,329,258,700,613,395,335
"KDM4A-AS1",14,16,8,17,8,6,11,12,13,4
"ST3GAL3",160,399,269,202,363,245,201,349,213,190
"RP11-184I16.4",0,1,0,0,0,0,0,1,0,0
"ARTN",0,4,12,18,6,1,6,2,0,2
"RP11-7O11.3",6,8,2,4,0,0,0,0,2,0
"IPO13",1167,1130,541,433,707,458,712,546,419,347
"DPH2",550,590,292,267,382,264,502,306,324,190
"ATP6V0B",2360,2886,1840,2300,2412,1646,2612,1522,1424,1552
"B4GALT2",911,1785,1932,1563,2661,844,1166,761,723,529
"CCDC24",74,110,173,146,191,70,42,56,72,53
"SLC6A9",33,101,25,28,39,0,31,4,0,2
"RP5-1198O20.4",2,0,0,4,0,4,4,2,0,0
"KLF17",2,0,0,0,0,0,0,0,0,0
"DMAP1",928,1056,546,554,812,388,599,786,624,378
"ERI3",694,1025,714,709,940,618,602,550,549,453
"RNF220",930,1193,623,512,823,452,568,542,536,301
"TMEM53",314,336,716,910,920,707,820,585,809,600
"C1orf228",26,69,129,161,80,24,44,70,156,50
"KIF2C",235,787,10,12,4,4,25,17,1,4
"RP11-269F19.2",2,0,0,0,0,0,0,0,0,0
"RPS8",31894,43114,14434,16921,16505,9166,9194,13799,8793,10049
"BEST4",4,22,10,2,14,2,4,0,12,6
"PLK3",268,447,701,365,232,75,190,263,408,107
"TCTEX1D4",12,20,21,23,42,6,21,11,23,8
"BTBD19",390,319,300,221,249,120,115,165,272,68
"PTCH2",12,27,52,54,109,15,46,53,21,15
"EIF2B3",569,815,290,359,294,586,573,387,394,573
"HECTD3",1114,971,1310,986,1233,756,1295,1287,1307,526
"UROD",2015,1996,1716,2519,2082,1798,1666,1818,1772,1886
"ZSWIM5",272,351,27,30,72,33,21,73,35,57
"HPDL",27,78,6,4,0,2,6,6,12,4
"MUTYH",207,291,180,223,325,125,148,198,171,163
"TOE1",158,201,135,120,114,79,125,135,94,85
"TESK2",134,201,152,164,320,230,220,329,205,237
"CCDC163P",64,120,8,14,26,2,53,26,8,18
"MMACHC",273,383,366,346,542,398,687,798,642,588
"PRDX1",6143,8168,3187,6801,4839,4537,5208,4567,3890,4815
"AKR1A1",3206,4087,4428,6545,4711,5195,3551,3946,3461,3475
"NASP",1837,3184,711,775,717,496,1203,1259,1078,995
"CCDC17",32,36,71,52,83,8,41,54,168,55
"GPBP1L1",2211,2700,1065,1341,1530,1458,1516,2362,1792,1942
"TMEM69",863,1128,199,236,169,171,183,238,243,225
"IPP",444,377,92,95,117,90,151,234,157,297
"MAST2",1155,1450,1044,761,1222,450,349,803,1048,410
"PIK3R3",421,340,310,128,122,16,182,104,18,30
"RP4-533D7.4",0,0,0,0,0,0,2,0,0,0
"RP4-533D7.5",0,0,0,0,0,0,0,0,0,0
"TSPAN1",1,12,52,88,104,64,185,80,77,52
"RP11-322N21.2",0,0,0,0,0,0,0,0,0,0
"POMGNT1",1413,1502,798,816,1097,1183,1242,984,867,1003
"LURAP1",4,1,9,0,11,4,5,11,8,20
